articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
84016,HELLO KITTY,REMERAS ML HELLO KITTY,REMERAS ML HELLO KITTY,4-6-8-10-12-14-16,1 X TALLE,9990,sku,1.00,si,Remera hello kitty &#8211; sanrio,84016-beige/rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/KITTY-ART.-84016-MANGAS-OK-scaled.jpg,"¡Luce tu lado más dulce y cool con Hello Kitty! Esta remera de Hello Kitty es ideal para quienes aman la ternura con un toque de estilo. Con un diseño fresco y moderno, presenta a la famosa gatita en un look único. Hecha con materiales suaves y cómodos, es perfecta para cualquier ocasión. 🌸✨ 💖 ¡Haz que tu día brille con Kitty Vibes! Agrégala al carrito ahora.",23999,https://magicstore.com.ar/remera-hello-kitty/
84021,HELLO KITTY,Buzo Capucha Kitty,Buzo Capucha Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,24990,fuzzy,0.50,si,Buzo cuello redondo hello kitty,84050-negro,https://magicstore.com.ar/wp-content/uploads/2026/02/5552.jpg,"¡Un diseño lleno de amor y brillo para las pequeñas fans de Hello Kitty! Este buzo clásico combina la versatilidad del negro con el encanto del personaje más dulce. Estampa Destacada: El frente luce el rostro de Hello Kitty sosteniendo un gran corazón rojo con textura de glitter (brillo) y el logo de la marca en contraste blanco. Diseño Versátil: Confeccionado en color negro pleno, una opción ideal para combinar con cualquier prenda y mantener un look siempre impecable. Comodidad y Abrigo: Modelo de cuello redondo con terminaciones de rib elástico en el cuello, puños y cintura para un ajuste cómodo y abrigado. Detalles de Calidad: Cuenta con una suave cinta de limpieza en el cuello (tapacostura) en color rojo a tono con la estampa. 🌟 Producto 100% Original: Calidad y dulzura garantizadas bajo licencia oficial de Sanrio.",43999,https://magicstore.com.ar/buzo-cuello-redondo-hello-kitty/
84041,HELLO KITTY,Buzo c/Cap. Over Adulto Kitty,Buzo c/Cap. Over Adulto Kitty,S-M-L-XL,2-2-1-1,29990,sku,1.00,si,Buzo capucha oversize hello kitty rosa jaspeado para dama – SANRIO,84041-rosa,https://magicstore.com.ar/wp-content/uploads/2025/07/85-scaled.jpg,"Buzo capucha oversize hello kitty rosa jaspeado para dama – SANRIO. Inspirada en Hello kitty, disfruta de una prenda que combina estilo y comodidad, confeccionada en RUSTICO de alta calidad, disponible en talles S-M-L-XL. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",65999,https://magicstore.com.ar/buzo-capucha-oversize-hello-kitty-rosa-jaspeado-para-dama-sanrio/
84043,HELLO KITTY,Remera Adulto MC Kitty,Remera Adulto MC Kitty,S-M-L-XL,2-2-1-1,10990,fuzzy,0.75,si,Remera ML Hello Kitty,84057-rosa,https://magicstore.com.ar/wp-content/uploads/2026/02/hk1-1.jpg,"Esta remera de manga larga es la prenda ideal para quienes buscan un estilo con personalidad y mucha actitud. Fusionando el encanto clásico de Hello Kitty con elementos de la estética «rocker», esta pieza se convierte en un diseño audaz y moderno para el guardarropa infantil.",26500,https://magicstore.com.ar/remera-ml-hello-kitty-5/
84044,HELLO KITTY,Remera Adulto MC Kitty,Remera Adulto MC Kitty,S-M-L-XL,2-2-1-1,9990,sku,1.00,si,Remera manga corta hello kitty gris para dama – SANRIO,84044-gris,https://magicstore.com.ar/wp-content/uploads/2025/07/hello-kitty.jpg,"Remeras manga corta hello kitty gris para dama – SANRIO. Inspirada en Hello kitty, disfruta de una prenda que combina estilo y comodidad, confeccionada en Jersey de alta calidad, disponible en talles S-M-L-XL. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",23999,https://magicstore.com.ar/remeras-manga-corta-hello-kitty-gris-para-dama-sanrio/
84046,HELLO KITTY,Camison Adulto MC Kitty,Camison Adulto MC Kitty,S-M-L-XL,2-2-1-1,12500,sku,1.00,si,Camison manga corta hello kitty rosa para dama – SANRIO,84046-rosa,https://magicstore.com.ar/wp-content/uploads/2025/10/remeron-hello-kitty-adulto-3-scaled.webp,"Camison manga corta hello kitty rosa para dama – SANRIO. Inspirada en Hello kitty, disfruta de una prenda que combina estilo y comodidad, confeccionada en JERSEY de alta calidad, disponible en talles S-M-L-XL. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",29999,https://magicstore.com.ar/camison-manga-corta-hello-kitty-rosa-para-dama-sanrio-2/
84048,HELLO KITTY,Bombacha Kitty,Bombacha Kitty,2-4-6-8-10,1-2-2-2-1,2990,sku,1.00,si,Bombacha hello kitty,84048-lila,https://magicstore.com.ar/wp-content/uploads/2026/02/840481.jpeg,"¡Ternura y comodidad en cada detalle! Una prenda íntima diseñada para brindar suavidad y un estilo encantador para las más pequeñas. Diseño Delicado: Presenta un estampado all-over (en toda la prenda) con caritas de Hello Kitty y corazones en tonos violetas sobre un fondo lila suave. Detalles en Contraste: Cuenta con terminaciones elásticas en color verde agua que resaltan el diseño y aseguran un ajuste cómodo. Máximo Confort: Confeccionada en algodón suave y respirable, ideal para el uso diario y el cuidado de la piel. Calce Perfecto: Su corte clásico permite total libertad de movimiento en todas las actividades. 🌟 Producto 100% Original: Calidad garantizada bajo licencia oficial de Sanrio.",7500,https://magicstore.com.ar/bombacha-hello-kitty/
84049,HELLO KITTY,Buzo Capucha Kitty,Buzo Capucha Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,24990,fuzzy,0.50,si,Buzo cuello redondo hello kitty,84050-negro,https://magicstore.com.ar/wp-content/uploads/2026/02/5552.jpg,"¡Un diseño lleno de amor y brillo para las pequeñas fans de Hello Kitty! Este buzo clásico combina la versatilidad del negro con el encanto del personaje más dulce. Estampa Destacada: El frente luce el rostro de Hello Kitty sosteniendo un gran corazón rojo con textura de glitter (brillo) y el logo de la marca en contraste blanco. Diseño Versátil: Confeccionado en color negro pleno, una opción ideal para combinar con cualquier prenda y mantener un look siempre impecable. Comodidad y Abrigo: Modelo de cuello redondo con terminaciones de rib elástico en el cuello, puños y cintura para un ajuste cómodo y abrigado. Detalles de Calidad: Cuenta con una suave cinta de limpieza en el cuello (tapacostura) en color rojo a tono con la estampa. 🌟 Producto 100% Original: Calidad y dulzura garantizadas bajo licencia oficial de Sanrio.",43999,https://magicstore.com.ar/buzo-cuello-redondo-hello-kitty/
84050,HELLO KITTY,Buzo CR Kitty,Buzo CR Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,19990,sku,1.00,si,Buzo cuello redondo hello kitty,84050-negro,https://magicstore.com.ar/wp-content/uploads/2026/02/5552.jpg,"¡Un diseño lleno de amor y brillo para las pequeñas fans de Hello Kitty! Este buzo clásico combina la versatilidad del negro con el encanto del personaje más dulce. Estampa Destacada: El frente luce el rostro de Hello Kitty sosteniendo un gran corazón rojo con textura de glitter (brillo) y el logo de la marca en contraste blanco. Diseño Versátil: Confeccionado en color negro pleno, una opción ideal para combinar con cualquier prenda y mantener un look siempre impecable. Comodidad y Abrigo: Modelo de cuello redondo con terminaciones de rib elástico en el cuello, puños y cintura para un ajuste cómodo y abrigado. Detalles de Calidad: Cuenta con una suave cinta de limpieza en el cuello (tapacostura) en color rojo a tono con la estampa. 🌟 Producto 100% Original: Calidad y dulzura garantizadas bajo licencia oficial de Sanrio.",43999,https://magicstore.com.ar/buzo-cuello-redondo-hello-kitty/
84051,HELLO KITTY,Calza Kitty,Calza Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,11990,sku,1.00,si,Calza microfibra hello kitty,84051-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/33332-1.jpg,"¡Comodidad y diversión sobre ruedas! Una calza llena de energía y ternura, perfecta para jugar todo el día. Estampado Divertido: Diseño all-over (estampado completo) que presenta a Hello Kitty en patines, rodeada de frases como «Roll With It», notas musicales, cerezas y estrellitas. Variedad de Colores: Disponible en dos combinaciones súper combinables: Rosa: Un tono vibrante y alegre con detalles en blanco y negro. Gris Topo: Una base oscura que hace resaltar los dibujos en blanco y rosa neón. Ajuste Cómodo: Cuenta con cintura elástica que se adapta suavemente al cuerpo, permitiendo total libertad de movimiento. Versatilidad: Ideal para combinar con remeras o buzos y crear un look urbano y relajado. 🌟 Producto 100% Original: Calidad y diseño garantizados bajo licencia oficial de Sanrio.",28999,https://magicstore.com.ar/calza-microfibra-hello-kitty-2/
84053,HELLO KITTY,Camison ML Kitty,Camison ML Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,11990,sku,1.00,si,Camisón Hello Kitty,84053-azul,https://magicstore.com.ar/wp-content/uploads/2026/02/84053.jpeg,"¡Diversión y dulzura para la hora de descansar o jugar en casa! Una prenda súper cómoda con un estilo gráfico moderno tipo scrapbook. Diseño «Sticker Fun»: El frente presenta un fondo cuadriculado sobre el que destaca una gran Hello Kitty guiñando un ojo, rodeada de divertidos gráficos estilo «pegatina»: cámaras de fotos, cartitas de amor, moños, manzanas y leche. Variedad de Colores: Disponible en dos hermosas opciones: Azul: Con mangas y espalda en azul acero y detalles de la estampa en rojo y rosa. Rosa: Con mangas y espalda en rosa chicle vibrante, manteniendo la dulzura del personaje. Confort Total: Corte recto y relajado con mangas largas y cuello redondo, confeccionado en algodón suave para garantizar comodidad durante toda la noche o el día. 🌟 Producto 100% Original: Calidad y ternura garantizadas bajo licencia oficial de Sanrio.",28999,https://magicstore.com.ar/camison-hello-kitty-2/
84054,HELLO KITTY,Pijama ML Kitty,Pijama ML Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,19990,fuzzy,0.60,si,Pijama hello kitty &#8211; sanrio,84010-rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/84010-completo.jpg,"Haz que los sueños sean aún más dulces con Hello Kitty! Este pijama de Hello Kitty está diseñado para las pequeñas que adoran la magia y ternura de la famosa gatita. Con un diseño colorido y encantador, es perfecto para un descanso cómodo y lleno de dulzura. Hecho con materiales suaves y frescos, garantiza una noche de sueños llenos de cariño y alegría. ¡Acompaña tus sueños con Hello Kitty! Agrégalo al carrito ahora.",42500,https://magicstore.com.ar/pijama-hello-kitty/
84055,HELLO KITTY,Remera ML Kitty,Remera ML Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,10990,fuzzy,1.00,si,Remera ML Hello Kitty,84057-rosa,https://magicstore.com.ar/wp-content/uploads/2026/02/hk1-1.jpg,"Esta remera de manga larga es la prenda ideal para quienes buscan un estilo con personalidad y mucha actitud. Fusionando el encanto clásico de Hello Kitty con elementos de la estética «rocker», esta pieza se convierte en un diseño audaz y moderno para el guardarropa infantil.",26500,https://magicstore.com.ar/remera-ml-hello-kitty-5/
84056,HELLO KITTY,Remera ML Kitty,Remera ML Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,10990,sku,1.00,si,Remera ML Hello Kitty,84056-Lila,https://magicstore.com.ar/wp-content/uploads/2026/02/84056-2.jpeg,Esta remera de manga larga combina una estética urbana y deportiva con el encanto inconfundible de Hello Kitty. Su diseño de «falsa doble prenda» y sus detalles gráficos inspirados en el arte callejero la convierten en una opción moderna y llena de actitud para las más chicas.,26500,https://magicstore.com.ar/remera-ml-hello-kitty-3/
84057,HELLO KITTY,Remera ML Kitty,Remera ML Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,10990,sku,1.00,si,Remera ML Hello Kitty,84057-rosa,https://magicstore.com.ar/wp-content/uploads/2026/02/hk1-1.jpg,"Esta remera de manga larga es la prenda ideal para quienes buscan un estilo con personalidad y mucha actitud. Fusionando el encanto clásico de Hello Kitty con elementos de la estética «rocker», esta pieza se convierte en un diseño audaz y moderno para el guardarropa infantil.",26500,https://magicstore.com.ar/remera-ml-hello-kitty-5/
84058,HELLO KITTY,Jogging Kitty,Jogging Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,19990,sku,1.00,si,Jogging Cargo Hello Kitty,84058-negro,https://magicstore.com.ar/wp-content/uploads/2026/02/Sin-ti-1.jpg,"Este pantalón de jogging estilo cargo es la prenda ideal para quienes buscan un look moderno y relajado. En un color negro clásico, se destaca por sus detalles funcionales y una estampa adorable de Hello Kitty, convirtiéndose en un básico con mucha personalidad para el invierno.",43999,https://magicstore.com.ar/jogging-cargo-hello-kitty-2/
84060,HELLO KITTY,Calza Kitty,Calza Kitty,4-6-8-10-12-14-16,2-2-2-2-2-1-1,11990,sku,1.00,si,Calza Hello Kitty,84060-turquesa,https://magicstore.com.ar/wp-content/uploads/2026/02/84060-1.jpg,"Esta calza de Hello Kitty es una prenda llena de vida, diseñada para destacar. Su efecto visual único y su diseño tierno la convierten en la favorita de las más chicas para jugar, ir al colegio o pasear con un look súper moderno.",28999,https://magicstore.com.ar/calza-hello-kitty/
84600,KUROMI,BUZO CR KUROMI,BUZO CR KUROMI,6-8-10-12-14-16,1 X TALLE,17500,sku,1.00,si,Buzo frisa Kuromi &#8211; Sanrio,84600-negro,https://magicstore.com.ar/wp-content/uploads/2025/02/MAGIC_Buzo-Kuromi-Dark-Cute.webp,"¡Estilo rebelde con el toque más cute! 💀💜 Este buzo negro de Kuromi es perfecto para quienes aman su personalidad traviesa y única. Con un diseño inspirado en la icónica amiga de Sanrio, está confeccionado en tela suave y abrigada para máxima comodidad. Ideal para un look oscuro, tierno y con actitud. 🌙✨ 🖤 ¡Luce tu lado más cool con Kuromi! Agrégalo al carrito ahora.",38500,https://magicstore.com.ar/buzo-frisa-kuromi/
84601,KUROMI,BUZO CAPUCHA KUROMI,BUZO CAPUCHA KUROMI,4-6-8-10-12-14-16,1-1-2-2-2-2-2,24990,sku,1.00,si,Buzo Purple Kuromi,84601%lila,https://magicstore.com.ar/wp-content/uploads/2025/02/MAGIC_Buzo-Purple-Kuromi.webp,"¡Dale un toque rebelde y adorable a tu outfit con Kuromi! Este buzo lila de Kuromi combina comodidad y estilo con un diseño inspirado en la traviesa y encantadora amiga de Sanrio. Confeccionado en tela suave y abrigada, es perfecto para los días frescos, manteniéndote cómoda sin perder el estilo. Ideal para quienes aman el look cute pero con actitud. ¡Atrévete a brillar con Kuromi! Agrégalo al carrito ahora.",54999,https://magicstore.com.ar/buzo-purple-kuromi/
84602,KUROMI,JOGGING CARGO KUROMI,JOGGING CARGO KUROMI,4-6-8-10-12-14-16,1-1-2-2-2-2-2,16990,sku,1.00,si,Jogging Cargo Frisa Kuromi,84602-Violeta,https://magicstore.com.ar/wp-content/uploads/2025/07/KUROMI-ART.84602-scaled.webp,"Jogging súper cómodo confeccionado en frisa suave y abrigada, ideal para los días frescos. Con calce relajado tipo cargo, cuenta con bolsillos laterales amplios y detalles inspirados en Kuromi, el personaje más travieso de Sanrio. Tiro medio y cintura elastizada con cordón ajustable Bolsillos cargo funcionales y puños con elástico Estampa de Kuromi en alta calidad resistente al lavado Perfecto para looks urbanos con un toque kawaii. Disponible en talles del 4 al 16.",37500,https://magicstore.com.ar/jogging-cargo-frisa-kuromi/
84604,KUROMI,CAMISON ML KUROMI,CAMISON ML KUROMI,4-6-8-10-12-14-16,1-1-2-2-2-2-2,10990,sku,1.00,si,Camisón Kuromi,84604-rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/84604.jpg,"¡Duerme con el toque travieso de Kuromi! Este camisón de Kuromi es perfecto para quienes aman su estilo único y rebelde. Con un diseño adorable y detalles de Kuromi, está confeccionado en tela suave y fresca para garantizar comodidad y un descanso con mucho estilo. Ideal para las fans de Sanrio que quieren agregar un toque de actitud hasta en la hora de dormir. ¡Sueña a lo grande con Kuromi! Agrégalo al carrito ahora.",26500,https://magicstore.com.ar/camison-kuromi/
84605,KUROMI,PIJAMA ML KUROMI,PIJAMA ML KUROMI,4-6-8-10-12-14-16,1 X TALLE,16990,fuzzy,1.00,si,pijama kuromi,84629-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/84629-2.jpg,"Este pijama de dos piezas combina la comodidad de los tejidos clásicos con el diseño pcaro de Kuromi. Es la prenda ideal para las fanáticas que prefieren una paleta de colores neutros sin renunciar a sus personajes favoritos. Confeccionada en gris melange, presenta una estampa central de Kuromi luciendo múltiples lazos en su gorrito y una expresión de guiño. El diseño está decorado con estrellas, corazones y una pequeña ovejita acompañante en tonos lila y verde agua. El conjunto se completa con un pantalón liso en color gris grafito, que crea un contraste elegante con la remera y es muy práctico para el uso diario.",47999,https://magicstore.com.ar/pijama-kuromi-4/
84607,KUROMI,REMERAS ML KUROMI,REMERAS ML KUROMI,4-6-8-10-12-14-16,1 X TALLE,8990,sku,1.00,si,Remera Manga Larga de Algodón Kuromi,84607-lila,https://magicstore.com.ar/wp-content/uploads/2025/05/Remera-algodon-kuromi-1.webp,"¡Mostrá tu lado más kawaii con esta remera manga larga de algodón con diseño de Kuromi! Perfecta para cualquier temporada, esta prenda combina comodidad, estilo y un toque rebelde al mejor estilo Sanrio. Confeccionada en algodón 100% suave y respirable, es ideal para el uso diario. Su corte moderno y ajuste relajado hacen que se adapte fácilmente a distintos cuerpos y estilos. El estampado frontal de Kuromi, la anti-heroína favorita de muchos, le da un aire divertido y único a tu outfit. Características destacadas: 🖤 Diseño exclusivo de Kuromi, personaje original de Sanrio 👕 Algodón de alta calidad, cómodo y duradero 🌈 Ideal para looks casuales, streetwear o estilo Harajuku 🧼 Fácil de lavar y mantener 🌿 Apta para pieles sensibles: libre de materiales sintéticos Esta remera manga larga Kuromi es perfecta para fans del mundo kawaii, otakus, y amantes de la moda japonesa. Combiná con jeans, polleras o joggers y llevá tu estilo a otro nivel. 👉 ¡No te quedes sin la tuya! Stock limitado. Envíos a todo el país.",21999,https://magicstore.com.ar/remera-algodon-kuromi-3/
84610,KUROMI,Buzo Cap Oversize Kuromi,Buzo Cap Oversize Kuromi,4-6-8-10,1 X TALLE,24990,sku,1.00,si,Buzo capucha oversize kuromi lila para niñas – SANRIO,84610-lila,https://magicstore.com.ar/wp-content/uploads/2025/07/707-scaled.webp,"Buzo capucha oversize kuromi lila para niñas – SANRIO. Inspirada en Kuromi, disfruta de una prenda que combina estilo y comodidad, confeccionada en Rustico de alta calidad, disponible en talles 4-6-8-10-12-14-16. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",54999,https://magicstore.com.ar/buzo-capucha-oversize-kuromi-lila-para-ninas-sanrio/
84621,KUROMI,Remera Adulto MC Kuromi,Remera Adulto MC Kuromi,S-M-L-XL,2-2-1-1,9990,sku,1.00,si,Remera manga corta kuromi negro para dama – SANRIO,84621-negro,https://magicstore.com.ar/wp-content/uploads/2025/07/remera-kuromi-negra-1.jpg,"Remeras manga corta kuromi negro para dama – SANRIO. Inspirada en Kuromi, disfruta de una prenda que combina estilo y comodidad, confeccionada en Jersey de alta calidad, disponible en talles S-M-L-XL. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",23999,https://magicstore.com.ar/remeras-manga-corta-kuromi-negro-para-dama-sanrio/
84622,KUROMI,Pijama Adulto MC Kuromi,Pijama Adulto MC Kuromi,XS-S-M-L-XL,1-2-2-2-1,17500,sku,1.00,si,Pijama manga corta kuromi blanco para dama – SANRIO,84622-blanco,https://magicstore.com.ar/wp-content/uploads/2025/07/Pijama-kuromi.png,"Pijama manga corta kuromi blanco para dama – SANRIO. Inspirada en Kuromi, disfruta de una prenda que combina estilo y comodidad, confeccionada en Jersey de alta calidad, disponible en talles S-M-L-XL. Perfecta para destacar en cada ocasión y acompañar tus aventuras diarias. ¡Hazla tuya y renueva tu look con diversión y versatilidad!",41999,https://magicstore.com.ar/pijama-manga-corta-kuromi-blanco-para-dama-sanrio/
84624,KUROMI,Bombacha Kuromi,Bombacha Kuromi,4-6-8-10-12-14-16,2-2-2-2-2-1-1,2990,slug,1.00,si,Bombacha Kuromi,84624-lila,https://magicstore.com.ar/wp-content/uploads/2026/02/84624-2.jpeg,,7500,https://magicstore.com.ar/bombacha-kuromi/
84625,KUROMI,Buzo Capucha Kuromi,Buzo Capucha Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,26990,sku,1.00,si,Buzo con Capucha Kuromi,84625-beige,https://magicstore.com.ar/wp-content/uploads/2026/02/846251.jpeg,"Este buzo con capucha es la prenda ideal para las fanáticas de Kuromi que buscan un look urbano y abrigado. Su color beige, combinado con detalles en contraste, lo convierte en una pieza clave para cualquier outfit de invierno con mucha personalidad.",59500,https://magicstore.com.ar/buzo-con-capucha-kuromi-2/
84626,KUROMI,Buzo CR Kuromi,Buzo CR Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,19990,sku,1.00,si,Buzo Kuromi Cuello Redondo,84626-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/846263.jpeg,"Este buzo de Kuromi es la prenda perfecta para quienes aman el lado más audaz de Sanrio. Con un diseño moderno y un color suave, ofrece el equilibrio ideal entre comodidad y tendencia urbana para el invierno.",43999,https://magicstore.com.ar/buzo-kuromi-cuello-redondo-2/
84627,KUROMI,Calza Kuromi,Calza Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,11990,slug,1.00,si,Calza Kuromi,84627-rosa,https://magicstore.com.ar/wp-content/uploads/2026/02/84627-2.jpeg,"Esta calza de Kuromi es la prenda ideal para las fanáticas que buscan un look vibrante y lleno de actitud. Con un diseño cargado de detalles icónicos, ofrece la comodidad necesaria para jugar o pasear durante todo el día.",28999,https://magicstore.com.ar/calza-kuromi/
84628,KUROMI,Pijama ML Kuromi,Pijama ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,19990,sku,1.00,si,Pijama Kuromi,84628-durazno,https://magicstore.com.ar/wp-content/uploads/2026/02/84628.jpg,"Este pijama de dos piezas es la opción ideal para las fanáticas de Sanrio que buscan comodidad y un diseño con personalidad. Combinando tonos pasteles con ilustraciones detalladas, es una prenda pensada para brindar el máximo confort durante el descanso sin perder el estilo.",47999,https://magicstore.com.ar/pijama-kuromi-2/
84629,KUROMI,Pijama ML Kuromi,Pijama ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,19990,sku,1.00,si,pijama kuromi,84629-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/84629-2.jpg,"Este pijama de dos piezas combina la comodidad de los tejidos clásicos con el diseño pcaro de Kuromi. Es la prenda ideal para las fanáticas que prefieren una paleta de colores neutros sin renunciar a sus personajes favoritos. Confeccionada en gris melange, presenta una estampa central de Kuromi luciendo múltiples lazos en su gorrito y una expresión de guiño. El diseño está decorado con estrellas, corazones y una pequeña ovejita acompañante en tonos lila y verde agua. El conjunto se completa con un pantalón liso en color gris grafito, que crea un contraste elegante con la remera y es muy práctico para el uso diario.",47999,https://magicstore.com.ar/pijama-kuromi-4/
84630,KUROMI,Remera ML Kuromi,Remera ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,11990,slug,1.00,si,Remera ML Kuromi,84631-blanco,https://magicstore.com.ar/wp-content/uploads/2026/02/846313.jpeg,"Esta remera de manga larga es una prenda básica pero con detalles de diseño que la hacen única. Con una estética limpia y contrastada, es ideal para las fanáticas de Kuromi que buscan un look versátil y moderno para el día a día. La prenda destaca por sus mangas largas en color negro sólido que contrastan con el cuerpo en blanco puro, un corte de estilo deportivo que resalta la figura y nunca pasa de moda.",28999,https://magicstore.com.ar/remera-ml-kuromi/
84631,KUROMI,Remera ML Kuromi,Remera ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,11990,slug,1.00,si,Remera ML Kuromi,84631-blanco,https://magicstore.com.ar/wp-content/uploads/2026/02/846313.jpeg,"Esta remera de manga larga es una prenda básica pero con detalles de diseño que la hacen única. Con una estética limpia y contrastada, es ideal para las fanáticas de Kuromi que buscan un look versátil y moderno para el día a día. La prenda destaca por sus mangas largas en color negro sólido que contrastan con el cuerpo en blanco puro, un corte de estilo deportivo que resalta la figura y nunca pasa de moda.",28999,https://magicstore.com.ar/remera-ml-kuromi/
84632,KUROMI,Remera ML Kuromi,Remera ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,11990,slug,1.00,si,Remera ML Kuromi,84631-blanco,https://magicstore.com.ar/wp-content/uploads/2026/02/846313.jpeg,"Esta remera de manga larga es una prenda básica pero con detalles de diseño que la hacen única. Con una estética limpia y contrastada, es ideal para las fanáticas de Kuromi que buscan un look versátil y moderno para el día a día. La prenda destaca por sus mangas largas en color negro sólido que contrastan con el cuerpo en blanco puro, un corte de estilo deportivo que resalta la figura y nunca pasa de moda.",28999,https://magicstore.com.ar/remera-ml-kuromi/
84633,KUROMI,Remera ML Kuromi,Remera ML Kuromi,4-6-8-10-12-14-16,1-1-2-2-2-2-2,11990,slug,1.00,si,Remera ML Kuromi,84631-blanco,https://magicstore.com.ar/wp-content/uploads/2026/02/846313.jpeg,"Esta remera de manga larga es una prenda básica pero con detalles de diseño que la hacen única. Con una estética limpia y contrastada, es ideal para las fanáticas de Kuromi que buscan un look versátil y moderno para el día a día. La prenda destaca por sus mangas largas en color negro sólido que contrastan con el cuerpo en blanco puro, un corte de estilo deportivo que resalta la figura y nunca pasa de moda.",28999,https://magicstore.com.ar/remera-ml-kuromi/
85090,REY LEON,Pijama ML REY LEON,Pijama ML REY LEON,4-6-8-10-12,1-2-2-2-1,11990,sku,1.00,si,Pijama El Rey León,85090%gris,https://magicstore.com.ar/wp-content/uploads/2025/02/85090.webp,"Este pijama de El Rey León es perfecto para que los pequeños aventureros descansen con la magia de la película. Su diseño encantador, inspirado en Simba y sus amigos, hará que la hora de dormir sea más divertida y cómoda. Confeccionado en tela suave y transpirable, garantiza una noche de sueño placentero mientras los niños sueñan con increíbles aventuras en la sabana.",28999,https://magicstore.com.ar/pijama-el-rey-leon/
85091,REY LEON,Buzo Capucha REY LEON,Buzo Capucha REY LEON,4-6-8-10-12,1 X TALLE,14990,sku,1.00,si,Buzo Rey León,85091-verde,https://magicstore.com.ar/wp-content/uploads/2025/02/MAGIC_BUZOREYLEON-1.webp,"Buzo de frisa con capucha forrada ajustable, estampado con efecto puff. Confeccionado en material suave y abrigado, ideal para los días fríos. Diseño moderno y cómodo, perfecto para un look casual y con estilo.",32999,https://magicstore.com.ar/buzo-rey-leon/
85092,REY LEON,Remera ML REY LEON,Remera ML REY LEON,4-6-8-10-12,1-2-2-2-1,7990,sku,1.00,si,Remera Manga Larga Rey León &#8211; Disney,85092-marron,https://magicstore.com.ar/wp-content/uploads/2025/02/magic-buzo-rey-leon-3.webp,"Remera de Manga Larga Rey León – Disney La remera de manga larga del Rey León es una opción ideal para los pequeños fanáticos de esta inolvidable película de Disney. Confeccionada en algodón 100%, ofrece una sensación suave y respirable, perfecta para el uso diario en días frescos. El estampado frontal de Simba le da un toque tierno y aventurero, convirtiéndola en una prenda divertida y funcional. Su corte cómodo y clásico permite combinarla fácilmente con joggings, jeans o shorts. Tejido de algodón 100% de alta calidad Diseño de manga larga para mayor abrigo Estampado original de El Rey León Corte relajado que brinda libertad de movimiento Disponible en múltiples tallas infantiles Acompañá cada día con la aventura y el espíritu salvaje del Rey León con esta remera cómoda y con estilo.",19500,https://magicstore.com.ar/remera-rey-leon/
